shot_value,field_goal_percentage,lag1,home_crowd,score_diff,game_num
2,0.5337,-1.0,1,9,22
2,0.5877,-1.0,1,9,22
2,0.5056,1.0,1,9,22
3,0.5337,-1.0,1,9,22
2,0.5535,1.0,1,9,22
3,0.5794,1.0,1,9,22
3,0.5337,1.0,1,12,22
2,0.5794,-1.0,1,14,22
2,0.5794,1.0,1,9,22
3,0.5877,1.0,1,10,22
2,0.5794,-1.0,1,7,22
2,0.5794,-1.0,1,9,22
2,0.5337,1.0,1,9,22
3,0.4928,1.0,1,10,22
2,0.5056,1.0,1,12,22
2,0.5535,-1.0,1,12,22
2,0.5794,1.0,1,14,22
2,0.5337,1.0,1,14,22
3,0.5337,-1.0,1,17,22
2,0.5794,1.0,1,19,22
2,0.5794,1.0,1,19,22
3,0.5337,1.0,1,19,22
2,0.5877,1.0,1,19,22
1,0.5337,-1.0,1,20,22
1,0.5337,1.0,1,21,22
2,0.5877,1.0,1,21,22
2,0.5056,1.0,1,23,22
2,0.5337,1.0,1,19,22
3,0.5535,-1.0,1,17,22
2,0.5535,-1.0,1,16,22
1,0.5535,1.0,1,16,22
1,0.5056,1.0,1,14,22
1,0.5056,1.0,1,15,22
2,0.5877,-1.0,1,11,22
2,0.5794,1.0,1,13,22
1,0.5877,-1.0,1,14,22
1,0.5877,1.0,1,15,22
2,0.5535,-1.0,1,12,22
1,0.5056,1.0,1,11,22
1,0.5056,1.0,1,12,22
1,0.4928,1.0,1,13,22
1,0.4928,1.0,1,14,22
1,0.5056,1.0,1,15,22
1,0.5056,1.0,1,16,22
2,0.5877,1.0,1,15,22
3,0.4721,0.0,0,0,23
3,0.5794,0.0,0,-3,23
3,0.4721,-1.0,0,0,23
2,0.5535,0.0,0,-2,23
2,0.5337,0.0,0,-2,23
1,0.5535,1.0,0,-3,23
1,0.5535,1.0,0,-4,23
2,0.5056,0.0,0,-4,23
3,0.5535,1.0,0,-1,23
2,0.5877,0.0,0,-1,23
2,0.5877,1.0,0,-3,23
2,0.5794,1.0,0,-5,23
1,0.5794,1.0,0,-6,23
2,0.4721,-1.0,0,-6,23
3,0.5337,-1.0,0,-4,23
2,0.5056,-1.0,0,-6,23
3,0.5056,1.0,0,-6,23
1,0.5535,-1.0,0,-7,23
1,0.5535,1.0,0,-7,23
1,0.4721,-1.0,0,-7,23
1,0.4721,-1.0,0,-7,23
2,0.4211,0.0,0,-7,23
2,0.5794,1.0,0,-7,23
2,0.5056,-1.0,0,-5,23
3,0.4721,-1.0,0,-5,23
3,0.4721,-1.0,0,-8,23
2,0.5794,1.0,0,-8,23
1,0.5535,-1.0,0,-7,23
1,0.5535,1.0,0,-8,23
2,0.5877,1.0,0,-8,23
1,0.4721,1.0,0,-6,23
1,0.4721,1.0,0,-7,23
2,0.5535,1.0,0,-7,23
2,0.5056,-1.0,0,-9,23
3,0.5535,-1.0,0,-7,23
2,0.5794,1.0,0,-6,23
3,0.5794,1.0,0,-6,23
2,0.5337,-1.0,0,-6,23
2,0.5794,-1.0,0,-3,23
2,0.5794,-1.0,0,-5,23
2,0.5794,1.0,0,-7,23
3,0.5337,-1.0,0,-7,23
2,0.5877,1.0,0,-9,23
2,0.5877,1.0,0,-9,23
1,0.4721,1.0,0,-10,23
1,0.4721,1.0,0,-11,23
3,0.3043,0.0,0,-11,23
3,0.5056,1.0,0,-11,23
1,0.4721,1.0,0,-11,23
1,0.4721,-1.0,0,-11,23
2,0.5056,-1.0,0,-13,23
1,0.5056,1.0,0,-14,23
2,0.5535,-1.0,0,-16,23
2,0.5877,-1.0,0,-12,23
1,0.5535,1.0,0,-12,23
1,0.5535,-1.0,0,-12,23
2,0.5877,1.0,0,-10,23
3,0.5056,1.0,0,-10,23
2,0.4721,-1.0,0,-10,23
1,0.4721,-1.0,0,-11,23
1,0.4721,1.0,0,-12,23
3,0.5337,-1.0,0,-10,23
3,0.4721,1.0,0,-13,23
2,0.4721,1.0,0,-13,23
2,0.5056,-1.0,0,-11,23
3,0.4721,1.0,0,-11,23
3,0.5056,-1.0,0,-14,23
3,0.5056,1.0,0,-17,23
3,0.4211,-1.0,0,-16,23
2,0.5877,-1.0,0,-16,23
2,0.5535,-1.0,0,-18,23
2,0.5877,-1.0,0,-20,23
1,0.4928,0.0,0,-16,23
1,0.4928,1.0,0,-17,23
1,0.5877,1.0,0,-10,23
1,0.5877,1.0,0,-11,23
3,0.5056,1.0,0,-8,23
2,0.4721,-1.0,0,-8,23
1,0.5535,1.0,0,-4,23
1,0.5535,1.0,0,-5,23
1,0.5877,1.0,0,-5,23
1,0.5877,-1.0,0,-6,23
3,0.4721,0.0,1,0,24
2,0.4721,-1.0,1,-1,24
2,0.5794,0.0,1,-3,24
2,0.5337,0.0,1,-1,24
2,0.5794,-1.0,1,-2,24
3,0.5535,0.0,1,-4,24
1,0.5877,0.0,1,-3,24
1,0.5877,1.0,1,-2,24
3,0.5877,1.0,1,-2,24
3,0.4721,1.0,1,-4,24
2,0.5056,0.0,1,-2,24
2,0.3043,0.0,1,-2,24
3,0.3043,-1.0,1,-2,24
3,0.4721,-1.0,1,-5,24
2,0.4721,-1.0,1,-6,24
3,0.3043,1.0,1,-6,24
3,0.5337,1.0,1,-3,24
2,0.5056,1.0,1,-3,24
2,0.5535,-1.0,1,-1,24
3,0.5794,1.0,1,-4,24
2,0.5794,-1.0,1,-2,24
2,0.5535,1.0,1,0,24
3,0.5535,1.0,1,3,24
2,0.5535,1.0,1,2,24
3,0.5056,-1.0,1,0,24
2,0.5877,-1.0,1,0,24
2,0.5794,1.0,1,0,24
2,0.5337,1.0,1,0,24
2,0.5877,-1.0,1,0,24
2,0.4721,-1.0,1,0,24
2,0.5794,-1.0,1,-3,24
3,0.5535,1.0,1,-3,24
3,0.4721,-1.0,1,-3,24
3,0.5337,-1.0,1,-2,24
3,0.5535,-1.0,1,-2,24
3,0.5337,1.0,1,-2,24
2,0.4721,-1.0,1,-5,24
2,0.5794,-1.0,1,-3,24
1,0.5794,1.0,1,-2,24
1,0.5794,1.0,1,-4,24
1,0.5794,-1.0,1,-3,24
3,0.5056,-1.0,1,-2,24
1,0.5337,-1.0,1,-1,24
1,0.5337,1.0,1,0,24
3,0.5535,-1.0,1,0,24
2,0.5877,-1.0,1,2,24
2,0.5535,-1.0,1,4,24
3,0.5056,1.0,1,0,24
3,0.5056,-1.0,1,-2,24
3,0.5877,1.0,1,-4,24
1,0.4721,-1.0,1,-6,24
1,0.4721,1.0,1,-5,24
2,0.5877,-1.0,1,-3,24
2,0.5877,1.0,1,-1,24
2,0.5337,1.0,1,-1,24
2,0.5535,1.0,1,1,24
1,0.5535,1.0,1,2,24
2,0.5056,-1.0,1,2,24
3,0.4721,1.0,1,3,24
1,0.4721,1.0,1,3,24
1,0.4721,1.0,1,4,24
2,0.5794,1.0,1,2,24
3,0.4928,0.0,1,5,24
2,0.5794,-1.0,1,2,24
2,0.5794,-1.0,1,2,24
2,0.5535,1.0,1,1,24
3,0.4721,1.0,1,2,24
2,0.5877,1.0,1,2,24
3,0.5056,-1.0,1,2,24
3,0.4721,1.0,1,2,24
1,0.4721,-1.0,1,3,24
1,0.4721,1.0,1,4,24
1,0.4721,1.0,1,5,24
1,0.4721,1.0,1,6,24
3,0.4721,0.0,0,-3,25
2,0.4721,1.0,0,-3,25
3,0.5877,0.0,0,-6,25
3,0.4721,1.0,0,-5,25
2,0.5337,0.0,0,-5,25
1,0.5794,0.0,0,-6,25
1,0.5794,1.0,0,-7,25
2,0.5535,0.0,0,-5,25
3,0.4721,1.0,0,-5,25
3,0.5056,0.0,0,-3,25
2,0.5056,-1.0,0,-3,25
3,0.4721,-1.0,0,-4,25
2,0.5535,-1.0,0,-2,25
3,0.5535,-1.0,0,-2,25
2,0.5535,-1.0,0,-2,25
2,0.5794,1.0,0,-2,25
3,0.4721,1.0,0,-2,25
2,0.4721,-1.0,0,-4,25
2,0.5535,-1.0,0,-4,25
2,0.5337,-1.0,0,-3,25
2,0.5056,-1.0,0,-3,25
2,0.5877,1.0,0,-1,25
3,0.5056,1.0,0,-1,25
3,0.4721,1.0,0,-1,25
2,0.5535,1.0,0,-3,25
1,0.5535,1.0,0,-4,25
3,0.5337,1.0,0,-2,25
2,0.5535,1.0,0,-1,25
3,0.4721,-1.0,0,-2,25
3,0.5337,-1.0,0,-4,25
1,0.4721,1.0,0,-2,25
1,0.4721,1.0,0,-3,25
3,0.5337,1.0,0,-4,25
2,0.5794,-1.0,0,-4,25
2,0.5794,-1.0,0,-6,25
2,0.5337,1.0,0,-5,25
2,0.5337,-1.0,0,-7,25
2,0.4721,1.0,0,-7,25
3,0.4721,-1.0,0,-3,25
1,0.5337,1.0,0,-4,25
1,0.5337,1.0,0,-5,25
2,0.5337,1.0,0,-5,25
1,0.5337,1.0,0,-6,25
3,0.5337,1.0,0,-7,25
2,0.5877,1.0,0,-6,25
2,0.5794,1.0,0,-6,25
1,0.5794,1.0,0,-6,25
2,0.5794,-1.0,0,-4,25
3,0.5337,1.0,0,-4,25
2,0.5337,-1.0,0,-4,25
1,0.5337,1.0,0,-5,25
2,0.5337,1.0,0,-5,25
2,0.5337,-1.0,0,-7,25
1,0.4721,-1.0,0,-3,25
1,0.4721,-1.0,0,-3,25
1,0.4721,-1.0,0,-4,25
3,0.4721,1.0,0,-2,25
3,0.5056,-1.0,0,-3,25
1,0.5794,-1.0,0,-3,25
1,0.5056,1.0,0,-4,25
1,0.5056,1.0,0,-5,25
1,0.5056,1.0,0,-3,25
2,0.4721,-1.0,0,-3,25
2,0.5877,1.0,0,-5,25
1,0.5877,1.0,0,-6,25
1,0.5877,1.0,0,-7,25
3,0.4721,-1.0,0,-6,25
2,0.5877,1.0,0,-5,25
3,0.5337,1.0,0,-2,25
3,0.5337,-1.0,0,-5,25
2,0.5337,1.0,0,-5,25
2,0.5794,-1.0,0,-4,25
1,0.5794,1.0,0,-4,25
1,0.5337,-1.0,0,-3,25
1,0.5337,1.0,0,-4,25
3,0.5337,1.0,0,-5,25
1,0.5337,1.0,0,-6,25
1,0.5337,1.0,0,-7,25
1,0.5056,-1.0,0,-7,25
1,0.5056,1.0,0,-8,25
1,0.5535,0.0,1,0,26
1,0.5535,-1.0,1,1,26
3,0.4721,0.0,1,1,26
1,0.5535,1.0,1,2,26
1,0.5535,1.0,1,3,26
2,0.5794,0.0,1,3,26
3,0.4721,-1.0,1,3,26
1,0.5535,1.0,1,4,26
1,0.5535,1.0,1,5,26
3,0.5056,0.0,1,3,26
2,0.5794,1.0,1,5,26
2,0.5056,-1.0,1,5,26
3,0.5337,0.0,1,8,26
2,0.4721,-1.0,1,7,26
3,0.5337,1.0,1,7,26
3,0.4721,-1.0,1,7,26
2,0.5337,-1.0,1,7,26
1,0.4721,-1.0,1,8,26
1,0.4721,1.0,1,9,26
2,0.5877,0.0,1,11,26
3,0.4721,1.0,1,4,26
3,0.4211,0.0,1,7,26
2,0.4721,-1.0,1,7,26
3,0.5337,-1.0,1,7,26
3,0.4211,1.0,1,7,26
3,0.4721,-1.0,1,4,26
2,0.5337,-1.0,1,4,26
3,0.5056,-1.0,1,4,26
3,0.4721,-1.0,1,4,26
3,0.5877,1.0,1,4,26
2,0.4721,-1.0,1,6,26
1,0.5337,-1.0,1,7,26
1,0.5337,1.0,1,8,26
1,0.5535,1.0,1,9,26
1,0.5535,1.0,1,10,26
2,0.5794,1.0,1,10,26
2,0.5877,1.0,1,10,26
3,0.5337,1.0,1,8,26
1,0.5337,-1.0,1,9,26
1,0.5337,1.0,1,10,26
3,0.5337,1.0,1,7,26
3,0.4721,1.0,1,7,26
3,0.4721,1.0,1,7,26
2,0.4721,1.0,1,6,26
3,0.5794,-1.0,1,8,26
2,0.5056,-1.0,1,5,26
3,0.5337,-1.0,1,3,26
2,0.5877,1.0,1,5,26
2,0.5337,-1.0,1,7,26
2,0.4928,0.0,1,5,26
3,0.4928,-1.0,1,8,26
3,0.5056,-1.0,1,11,26
3,0.5877,1.0,1,11,26
2,0.5056,1.0,1,11,26
3,0.5056,-1.0,1,9,26
2,0.5794,1.0,1,7,26
1,0.5794,1.0,1,8,26
3,0.5535,1.0,1,6,26
3,0.4928,1.0,1,3,26
3,0.4721,1.0,1,3,26
2,0.5056,-1.0,1,5,26
3,0.5056,1.0,1,8,26
2,0.5535,-1.0,1,8,26
2,0.4721,-1.0,1,8,26
1,0.4721,1.0,1,9,26
2,0.4721,1.0,1,6,26
2,0.5056,1.0,1,8,26
2,0.5535,1.0,1,8,26
1,0.4721,-1.0,1,9,26
1,0.4721,1.0,1,10,26
2,0.5337,1.0,1,10,26
2,0.5877,-1.0,1,12,26
2,0.4721,1.0,1,10,26
1,0.4721,1.0,1,10,26
3,0.5535,0.0,0,2,27
2,0.5794,0.0,0,2,27
3,0.5535,-1.0,0,1,27
3,0.4721,0.0,0,-2,27
2,0.5794,-1.0,0,0,27
3,0.4721,1.0,0,3,27
2,0.5337,0.0,0,4,27
2,0.5877,0.0,0,2,27
3,0.5056,0.0,0,1,27
3,0.5877,1.0,0,3,27
2,0.4721,-1.0,0,4,27
2,0.5337,1.0,0,2,27
3,0.5877,-1.0,0,-1,27
2,0.4928,0.0,0,2,27
2,0.5535,1.0,0,0,27
1,0.4721,1.0,0,0,27
1,0.4721,-1.0,0,-1,27
2,0.5056,1.0,0,-1,27
3,0.5877,1.0,0,1,27
1,0.5337,1.0,0,0,27
1,0.5337,1.0,0,-1,27
1,0.5337,1.0,0,-2,27
1,0.5337,1.0,0,-2,27
3,0.5535,1.0,0,-5,27
3,0.5535,1.0,0,0,27
1,0.4721,1.0,0,0,27
1,0.4721,-1.0,0,-1,27
3,0.5877,-1.0,0,1,27
2,0.5877,-1.0,0,-1,27
3,0.4721,1.0,0,1,27
1,0.5794,-1.0,0,0,27
1,0.5794,1.0,0,-1,27
3,0.5337,-1.0,0,2,27
2,0.5794,1.0,0,3,27
3,0.5535,-1.0,0,5,27
3,0.5877,1.0,0,4,27
1,0.5535,-1.0,0,3,27
1,0.5535,1.0,0,2,27
3,0.5337,-1.0,0,4,27
3,0.4721,-1.0,0,1,27
3,0.5337,-1.0,0,3,27
3,0.5056,-1.0,0,2,27
2,0.5794,1.0,0,2,27
3,0.5877,1.0,0,4,27
3,0.5337,-1.0,0,1,27
2,0.5337,1.0,0,1,27
2,0.5877,-1.0,0,4,27
3,0.5877,-1.0,0,1,27
2,0.5337,-1.0,0,1,27
3,0.4721,1.0,0,1,27
2,0.4721,-1.0,0,1,27
3,0.5337,-1.0,0,-2,27
3,0.5877,1.0,0,0,27
3,0.4721,-1.0,0,0,27
2,0.5056,1.0,0,1,27
2,0.4721,-1.0,0,-1,27
2,0.5535,1.0,0,1,27
1,0.5337,1.0,0,0,27
1,0.5337,1.0,0,-1,27
3,0.5535,-1.0,0,-4,27
1,0.5337,1.0,0,-1,27
1,0.5337,1.0,0,-2,27
1,0.5877,-1.0,0,-3,27
1,0.5877,1.0,0,-4,27
1,0.5056,1.0,0,-4,27
2,0.5794,0.0,1,2,28
2,0.5794,1.0,1,-1,28
3,0.5337,0.0,1,-4,28
3,0.4721,0.0,1,-7,28
3,0.5794,-1.0,1,-4,28
3,0.5877,0.0,1,-4,28
1,0.5337,-1.0,1,-3,28
1,0.5337,1.0,1,-2,28
2,0.4721,-1.0,1,-2,28
2,0.5877,-1.0,1,-3,28
1,0.5877,1.0,1,-2,28
2,0.5337,1.0,1,-2,28
3,0.5056,0.0,1,-2,28
2,0.5056,-1.0,1,0,28
3,0.4721,-1.0,1,0,28
1,0.5535,0.0,1,1,28
1,0.5535,1.0,1,1,28
2,0.5794,1.0,1,1,28
3,0.5337,-1.0,1,2,28
2,0.5535,-1.0,1,4,28
1,0.5535,1.0,1,3,28
1,0.5535,1.0,1,4,28
2,0.5337,1.0,1,4,28
3,0.5337,-1.0,1,1,28
2,0.5794,1.0,1,-1,28
3,0.4928,0.0,1,-1,28
3,0.5056,1.0,1,-1,28
2,0.4211,0.0,1,1,28
2,0.5056,-1.0,1,2,28
2,0.4721,-1.0,1,4,28
3,0.5056,1.0,1,4,28
3,0.5337,-1.0,1,7,28
2,0.5337,1.0,1,7,28
1,0.5056,-1.0,1,8,28
1,0.5056,1.0,1,9,28
2,0.5535,1.0,1,11,28
3,0.4721,1.0,1,14,28
3,0.4721,1.0,1,14,28
2,0.5794,-1.0,1,10,28
3,0.5877,1.0,1,10,28
2,0.5794,1.0,1,12,28
2,0.4721,-1.0,1,9,28
2,0.5794,1.0,1,9,28
2,0.5794,-1.0,1,9,28
3,0.5337,1.0,1,9,28
1,0.5794,-1.0,1,10,28
1,0.5794,1.0,1,11,28
3,0.4721,-1.0,1,11,28
3,0.5794,1.0,1,11,28
1,0.5535,1.0,1,9,28
1,0.5535,1.0,1,10,28
2,0.5535,1.0,1,7,28
2,0.5794,-1.0,1,2,28
3,0.5337,-1.0,1,3,28
2,0.5056,1.0,1,2,28
3,0.5056,1.0,1,5,28
2,0.5337,1.0,1,5,28
3,0.4721,-1.0,1,3,28
3,0.5056,1.0,1,6,28
3,0.5337,-1.0,1,6,28
2,0.5877,-1.0,1,6,28
2,0.4721,-1.0,1,4,28
2,0.4721,-1.0,1,4,28
2,0.5337,-1.0,1,4,28
3,0.5056,1.0,1,4,28
3,0.4721,-1.0,1,5,28
3,0.4721,1.0,1,5,28
2,0.5056,-1.0,1,4,28
1,0.5337,-1.0,1,5,28
1,0.5337,1.0,1,5,28
2,0.4721,1.0,1,5,28
1,0.4721,-1.0,1,5,28
1,0.4721,-1.0,1,6,28
3,0.5056,1.0,1,4,28
1,0.5794,-1.0,1,2,28
1,0.5794,1.0,1,3,28
1,0.5056,-1.0,1,2,28
1,0.5056,1.0,1,3,28
1,0.5056,1.0,1,2,28
1,0.5056,1.0,1,3,28
1,0.4721,1.0,1,1,28
1,0.4721,-1.0,1,2,28
3,0.5337,0.0,0,0,29
3,0.5535,0.0,0,0,29
2,0.5794,0.0,0,0,29
3,0.5535,-1.0,0,-3,29
2,0.5535,1.0,0,0,29
2,0.5535,-1.0,0,-2,29
3,0.5056,0.0,0,-5,29
2,0.5794,-1.0,0,-5,29
3,0.4211,0.0,0,-5,29
2,0.4928,0.0,0,-7,29
2,0.5056,1.0,0,-9,29
2,0.5535,1.0,0,-10,29
2,0.5535,1.0,0,-10,29
3,0.4721,0.0,0,-13,29
3,0.4211,-1.0,0,-16,29
3,0.4211,1.0,0,-19,29
3,0.5337,-1.0,0,-16,29
2,0.4928,1.0,0,-16,29
2,0.5535,-1.0,0,-16,29
2,0.4721,1.0,0,-16,29
2,0.4721,1.0,0,-16,29
2,0.5794,-1.0,0,-16,29
3,0.4211,1.0,0,-14,29
3,0.5337,-1.0,0,-17,29
2,0.5056,1.0,0,-17,29
1,0.4721,1.0,0,-18,29
1,0.4721,1.0,0,-19,29
2,0.4721,1.0,0,-17,29
3,0.4721,-1.0,0,-17,29
2,0.5535,1.0,0,-18,29
2,0.5337,1.0,0,-18,29
3,0.5056,-1.0,0,-16,29
2,0.5535,1.0,0,-14,29
2,0.5877,0.0,0,-16,29
2,0.4721,-1.0,0,-18,29
2,0.5337,1.0,0,-18,29
2,0.4721,1.0,0,-18,29
3,0.4928,-1.0,0,-18,29
3,0.4721,-1.0,0,-19,29
2,0.5877,1.0,0,-19,29
2,0.5337,-1.0,0,-17,29
1,0.4928,-1.0,0,-18,29
1,0.4928,1.0,0,-18,29
2,0.5794,-1.0,0,-18,29
2,0.4211,-1.0,0,-20,29
2,0.5056,-1.0,0,-22,29
1,0.4928,-1.0,0,-23,29
1,0.4928,1.0,0,-24,29
3,0.5535,-1.0,0,-22,29
3,0.4721,1.0,0,-22,29
2,0.4211,1.0,0,-22,29
3,0.5877,1.0,0,-25,29
3,0.5337,-1.0,0,-28,29
3,0.5056,1.0,0,-28,29
2,0.4721,-1.0,0,-23,29
2,0.4211,-1.0,0,-25,29
2,0.5535,-1.0,0,-21,29
2,0.5056,-1.0,0,-23,29
1,0.5056,1.0,0,-24,29
1,0.5056,1.0,0,-25,29
2,0.5535,-1.0,0,-25,29
2,0.4721,-1.0,0,-24,29
3,0.5337,1.0,0,-25,29
3,0.4211,1.0,0,-24,29
2,0.5535,1.0,0,-26,29
1,0.4721,1.0,0,-24,29
1,0.4721,-1.0,0,-24,29
2,0.3043,0.0,0,-22,29
3,0.4928,1.0,0,-25,29
2,0.4211,-1.0,0,-24,29
3,0.3333,0.0,0,-21,29
3,0.5337,0.0,0,0,30
2,0.4721,0.0,0,0,30
3,0.5337,-1.0,0,-3,30
2,0.5337,1.0,0,-1,30
3,0.4721,1.0,0,-1,30
2,0.5535,0.0,0,1,30
2,0.4721,-1.0,0,3,30
3,0.5535,-1.0,0,2,30
3,0.5877,0.0,0,2,30
3,0.5337,-1.0,0,2,30
3,0.5535,1.0,0,2,30
2,0.4721,-1.0,0,2,30
3,0.5535,-1.0,0,2,30
2,0.5535,-1.0,0,0,30
3,0.5337,1.0,0,2,30
2,0.5056,0.0,0,5,30
3,0.4721,-1.0,0,5,30
2,0.5794,0.0,0,5,30
2,0.5877,-1.0,0,3,30
3,0.5337,-1.0,0,0,30
3,0.5794,-1.0,0,2,30
2,0.4721,1.0,0,3,30
3,0.5337,1.0,0,3,30
3,0.5056,-1.0,0,0,30
3,0.5535,1.0,0,0,30
2,0.5337,-1.0,0,3,30
3,0.4928,0.0,0,3,30
2,0.5877,1.0,0,1,30
2,0.4721,1.0,0,-1,30
3,0.5535,-1.0,0,-1,30
3,0.5056,1.0,0,-2,30
1,0.5794,-1.0,0,-3,30
1,0.5794,1.0,0,-4,30
3,0.4721,1.0,0,-7,30
2,0.5535,-1.0,0,-7,30
2,0.5337,-1.0,0,-4,30
3,0.5056,1.0,0,-5,30
2,0.4721,1.0,0,-5,30
1,0.5056,1.0,0,-5,30
1,0.5056,-1.0,0,-5,30
3,0.5877,1.0,0,-2,30
3,0.5337,-1.0,0,-2,30
2,0.5794,1.0,0,-4,30
2,0.5535,1.0,0,-6,30
3,0.5056,-1.0,0,-6,30
3,0.5535,1.0,0,-6,30
1,0.5877,-1.0,0,-7,30
1,0.5877,1.0,0,-8,30
2,0.4721,-1.0,0,-10,30
3,0.4721,1.0,0,-11,30
3,0.5056,-1.0,0,-11,30
3,0.4721,1.0,0,-9,30
3,0.5337,-1.0,0,-9,30
1,0.5337,1.0,0,-7,30
3,0.4721,-1.0,0,-4,30
1,0.5535,-1.0,0,-4,30
1,0.5535,-1.0,0,-5,30
3,0.5056,1.0,0,-3,30
1,0.4721,-1.0,0,-1,30
1,0.4721,-1.0,0,-2,30
2,0.4721,1.0,0,0,30
3,0.4721,-1.0,0,2,30
3,0.5535,1.0,0,4,30
1,0.4721,-1.0,0,6,30
1,0.4721,1.0,0,6,30
1,0.5337,-1.0,0,5,30
1,0.5337,1.0,0,4,30
1,0.5535,-1.0,0,7,30
1,0.5535,-1.0,0,7,30
3,0.5535,-1.0,0,10,30
2,0.5877,1.0,0,8,30
3,0.5056,-1.0,0,7,30
2,0.5337,1.0,0,7,30
2,0.5056,1.0,0,5,30
2,0.5877,1.0,0,6,30
3,0.5535,0.0,1,0,31
2,0.5535,-1.0,1,2,31
3,0.4721,0.0,1,5,31
2,0.4721,1.0,1,7,31
2,0.4721,1.0,1,7,31
3,0.5056,0.0,1,5,31
3,0.4721,-1.0,1,4,31
3,0.5337,0.0,1,4,31
3,0.5056,-1.0,1,4,31
2,0.4211,0.0,1,4,31
2,0.5056,-1.0,1,6,31
1,0.4721,-1.0,1,4,31
1,0.4721,-1.0,1,5,31
2,0.5877,0.0,1,7,31
3,0.4211,-1.0,1,7,31
3,0.4721,1.0,1,5,31
3,0.4211,-1.0,1,5,31
2,0.4721,-1.0,1,3,31
3,0.5877,1.0,1,4,31
2,0.4721,-1.0,1,3,31
2,0.4721,-1.0,1,3,31
2,0.5794,0.0,1,5,31
2,0.5794,1.0,1,7,31
2,0.4211,-1.0,1,5,31
2,0.5337,-1.0,1,5,31
3,0.5056,1.0,1,5,31
3,0.5337,-1.0,1,3,31
2,0.5337,-1.0,1,1,31
3,0.4721,-1.0,1,1,31
2,0.5337,-1.0,1,3,31
3,0.5794,1.0,1,3,31
2,0.5794,-1.0,1,0,31
3,0.5337,1.0,1,0,31
3,0.5877,1.0,1,0,31
1,0.4721,-1.0,1,0,31
1,0.4721,-1.0,1,1,31
2,0.5337,-1.0,1,1,31
3,0.5056,-1.0,1,1,31
3,0.4721,1.0,1,4,31
3,0.5535,1.0,1,4,31
3,0.5877,-1.0,1,2,31
1,0.4721,1.0,1,2,31
1,0.4721,-1.0,1,3,31
2,0.5056,-1.0,1,5,31
3,0.4721,1.0,1,8,31
2,0.5535,-1.0,1,8,31
3,0.5535,-1.0,1,6,31
2,0.5535,-1.0,1,6,31
1,0.5535,1.0,1,7,31
3,0.5337,1.0,1,5,31
3,0.4721,1.0,1,5,31
2,0.4721,-1.0,1,3,31
3,0.5337,-1.0,1,3,31
2,0.5337,1.0,1,1,31
3,0.5535,1.0,1,1,31
2,0.5877,-1.0,1,-2,31
3,0.5056,1.0,1,-2,31
3,0.4721,-1.0,1,-4,31
1,0.5337,-1.0,1,-3,31
1,0.5337,1.0,1,-2,31
3,0.5056,-1.0,1,1,31
1,0.5056,1.0,1,1,31
3,0.5337,1.0,1,-1,31
3,0.5337,-1.0,1,2,31
3,0.5337,1.0,1,5,31
2,0.5337,1.0,1,4,31
2,0.4721,-1.0,1,4,31
1,0.5337,-1.0,1,5,31
1,0.5337,1.0,1,6,31
2,0.5535,0.0,1,0,32
3,0.5877,0.0,1,-3,32
3,0.5535,-1.0,1,0,32
3,0.5535,1.0,1,-3,32
3,0.5056,0.0,1,0,32
3,0.5877,-1.0,1,-2,32
3,0.5535,-1.0,1,1,32
3,0.5337,0.0,1,1,32
2,0.5535,1.0,1,-2,32
3,0.4211,0.0,1,1,32
2,0.5056,1.0,1,1,32
1,0.5877,-1.0,1,0,32
1,0.5877,1.0,1,1,32
3,0.4211,1.0,1,1,32
3,0.5877,1.0,1,2,32
3,0.4721,0.0,1,1,32
3,0.4721,-1.0,1,-1,32
3,0.5877,1.0,1,-4,32
2,0.5877,-1.0,1,-2,32
3,0.5337,-1.0,1,-2,32
3,0.5535,-1.0,1,1,32
3,0.5877,1.0,1,2,32
3,0.5535,1.0,1,0,32
3,0.5056,-1.0,1,3,32
2,0.5337,-1.0,1,5,32
2,0.5056,1.0,1,5,32
2,0.5056,-1.0,1,3,32
3,0.4721,-1.0,1,0,32
2,0.5535,-1.0,1,0,32
1,0.5535,1.0,1,1,32
2,0.4721,-1.0,1,3,32
3,0.5056,-1.0,1,3,32
2,0.4721,1.0,1,2,32
3,0.5535,1.0,1,2,32
2,0.5535,-1.0,1,-1,32
2,0.5056,-1.0,1,-1,32
3,0.5877,1.0,1,2,32
2,0.5877,1.0,1,4,32
2,0.4721,1.0,1,4,32
2,0.4721,1.0,1,4,32
2,0.5337,1.0,1,4,32
2,0.5535,-1.0,1,4,32
1,0.5535,1.0,1,5,32
3,0.4721,-1.0,1,5,32
3,0.5794,0.0,1,8,32
2,0.5535,1.0,1,5,32
2,0.5535,-1.0,1,5,32
3,0.5535,1.0,1,5,32
2,0.5535,-1.0,1,7,32
2,0.4211,-1.0,1,7,32
2,0.5794,1.0,1,7,32
2,0.5337,1.0,1,7,32
3,0.5056,-1.0,1,7,32
3,0.5535,1.0,1,7,32
3,0.4721,-1.0,1,5,32
3,0.5056,-1.0,1,5,32
2,0.5535,-1.0,1,5,32
3,0.5056,-1.0,1,3,32
1,0.5535,-1.0,1,4,32
1,0.5535,1.0,1,5,32
1,0.5337,-1.0,1,3,32
1,0.5337,1.0,1,3,32
3,0.5056,0.0,1,-2,33
3,0.5337,0.0,1,-2,33
